nombre_jugador,año,juegos,goles,goles_sin_penalti,tiros,asistencias,tarjetas_amarillas,tarjetas_rojas,posicion,nombre_equipo,tiempo,tarjetas_totales
Gianluca Caprari,2020,8,3,3,12,2,2,1,F M,Benevento,593,3
Luca Caldirola,2020,9,2,2,4,0,2,0,D,Benevento,708,2
Gaetano Letizia,2020,10,2,2,5,0,1,0,D S,Benevento,829,1
Roberto Insigne,2020,9,1,1,14,1,1,0,F M S,Benevento,557,1
Riccardo Improta,2020,9,1,1,6,0,3,0,M S,Benevento,403,3
Iago Falque,2020,2,0,0,2,0,0,0,M,Benevento,126,0
Andrés Tello,2020,5,0,0,1,0,1,0,S,Benevento,59,1
Federico Barba,2020,5,0,0,2,0,2,0,D S,Benevento,319,2
Perparim Hetemaj,2020,7,0,0,2,0,1,0,M S,Benevento,366,1
Christian Maggio,2020,6,0,0,1,0,2,0,D S,Benevento,203,2
Marco Sau,2020,8,0,0,3,2,0,0,M S,Benevento,228,0
Artur Ionita,2020,10,0,0,6,0,2,0,M,Benevento,870,2
Kamil Glik,2020,10,0,0,5,0,3,0,D,Benevento,900,3
Bryan Dabo,2020,8,0,0,5,0,1,0,M S,Benevento,441,1
Gabriele Moncini,2020,6,0,0,5,0,0,0,F S,Benevento,262,0
Pasquale Schiattarella,2020,9,0,0,2,0,4,0,M,Benevento,778,4
Lorenzo Montipò,2020,10,0,0,0,0,0,0,GK,Benevento,900,0
Daam Foulon,2020,8,0,0,0,1,3,0,D S,Benevento,483,3
Alessandro Tuia,2020,7,0,0,1,0,0,0,D S,Benevento,240,0
Giuseppe Di Serio,2020,2,0,0,0,0,0,0,S,Benevento,14,0
Gervinho,2020,9,4,4,14,0,0,0,F M,Parma Calcio 1913,738,0
Hernani,2020,9,2,2,10,1,3,0,M S,Parma Calcio 1913,640,3
Juraj Kucka,2020,9,1,0,13,1,2,0,F M,Parma Calcio 1913,774,2
Jasmin Kurtic,2020,8,1,1,7,0,1,0,M S,Parma Calcio 1913,594,1
Riccardo Gagliolo,2020,8,1,1,5,1,0,0,D S,Parma Calcio 1913,495,0
Yann Karamoh,2020,9,1,1,8,1,1,0,F M S,Parma Calcio 1913,479,1
Matteo Darmian,2020,3,0,0,0,0,1,0,D S,Parma Calcio 1913,205,1
Gastón Brugman,2020,7,0,0,4,1,1,0,M S,Parma Calcio 1913,379,1
Giuseppe Pezzella,2020,7,0,0,3,1,2,0,D,Parma Calcio 1913,625,2
Vincent Laurini,2020,4,0,0,0,0,1,0,D S,Parma Calcio 1913,317,1
Roberto Inglese,2020,5,0,0,1,1,0,0,F S,Parma Calcio 1913,258,0
Luigi Sepe,2020,10,0,0,0,0,0,0,GK,Parma Calcio 1913,900,0
Bruno Alves,2020,7,0,0,2,0,2,0,D,Parma Calcio 1913,630,2
Alberto Grassi,2020,9,0,0,2,0,1,0,D M S,Parma Calcio 1913,484,1
Luca Siligardi,2020,2,0,0,0,0,0,0,S,Parma Calcio 1913,32,0
Jacopo Dezi,2020,2,0,0,1,0,0,0,F S,Parma Calcio 1913,80,0
Kastriot Dermaku,2020,2,0,0,0,0,0,0,D S,Parma Calcio 1913,98,0
Wylan Cyprien,2020,4,0,0,1,0,0,0,M S,Parma Calcio 1913,166,0
Andreas Cornelius,2020,6,0,0,6,0,0,0,F S,Parma Calcio 1913,431,0
Simone Iacoponi,2020,8,0,0,1,0,1,1,D S,Parma Calcio 1913,548,2
Mattia Sprocati,2020,1,0,0,0,0,0,0,S,Parma Calcio 1913,20,0
Matteo Scozzarella,2020,2,0,0,0,0,1,0,M,Parma Calcio 1913,138,1
Yordan Osorio,2020,4,0,0,1,0,0,0,D,Parma Calcio 1913,333,0
Andrea Adorante,2020,1,0,0,0,0,0,0,S,Parma Calcio 1913,8,0
Botond Balogh,2020,1,0,0,0,0,0,0,D,Parma Calcio 1913,90,0
Simon Sohm,2020,5,0,0,1,0,1,0,M S,Parma Calcio 1913,175,1
Juan Brunetta,2020,3,0,0,0,0,1,0,S,Parma Calcio 1913,81,1
Maxime Busi,2020,3,0,0,2,0,1,0,D S,Parma Calcio 1913,170,1
M&#039;Bala Nzola,2020,7,4,3,15,1,0,0,F S,Spezia,566,0
Andrej Galabinov,2020,3,3,3,5,0,0,0,F,Spezia,211,0
Tommaso Pobega,2020,7,2,2,5,0,1,0,M S,Spezia,437,1
Diego Farias,2020,7,1,1,11,0,1,0,F S,Spezia,377,1
Daniele Verde,2020,5,1,1,9,0,0,0,F S,Spezia,271,0
Julian Chabot,2020,10,1,1,6,0,3,0,D S,Spezia,610,3
Kevin Agudelo,2020,8,1,1,7,0,1,0,F S,Spezia,360,1
Emmanuel Gyasi,2020,10,1,1,10,2,1,0,F S,Spezia,784,1
Jacopo Sala,2020,5,0,0,0,0,1,0,D S,Spezia,339,1
Rafael,2020,2,0,0,0,1,0,0,GK S,Spezia,115,0
Cristian Dell&#039;Orco,2020,5,0,0,1,0,0,0,D S,Spezia,188,0
Federico Mattiello,2020,1,0,0,0,0,0,0,S,Spezia,33,0
Riccardo Marchizza,2020,4,0,0,0,0,0,0,D S,Spezia,173,0
Alessandro Deiola,2020,6,0,0,3,0,1,0,M S,Spezia,194,1
Martin Erlic,2020,5,0,0,1,0,0,0,D S,Spezia,382,0
Claudio Terzi,2020,8,0,0,1,1,3,1,D,Spezia,657,4
Luca Mora,2020,3,0,0,1,0,0,0,S,Spezia,27,0
Ivan Provedel,2020,7,0,0,0,0,0,0,GK,Spezia,630,0
Roberto Piccoli,2020,5,0,0,0,0,0,0,F S,Spezia,129,0
Lucien Agoume,2020,2,0,0,1,0,0,0,M S,Spezia,96,0
Jeroen Zoet,2020,2,0,0,0,0,1,0,GK,Spezia,155,1
Juan Ramos,2020,2,0,0,1,0,1,0,D,Spezia,180,1
Paolo Bartolomei,2020,5,0,0,3,1,1,0,M S,Spezia,306,1
Matteo Ricci,2020,9,0,0,8,2,3,0,M,Spezia,771,3
Salvador Ferrer,2020,8,0,0,1,1,3,0,D S,Spezia,471,3
Luca Vignali,2020,1,0,0,0,0,0,0,D,Spezia,57,0
Simone Bastoni,2020,7,0,0,7,2,2,0,D,Spezia,509,2
Giulio Maggiore,2020,5,0,0,8,0,0,0,M S,Spezia,355,0
Gennaro Acampora,2020,2,0,0,2,0,0,0,M S,Spezia,118,0
Nahuel Estévez,2020,6,0,0,9,1,4,0,M S,Spezia,365,4
Ardian Ismajli,2020,1,0,0,1,0,0,0,S,Spezia,1,0
Léo Sena,2020,1,0,0,0,0,0,0,S,Spezia,12,0
Giuseppe Mastinu,2020,1,0,0,0,0,0,0,S,Spezia,1,0
Burak Yilmaz,2020,12,6,4,31,4,3,0,F S,Lille,957,3
Jonathan Bamba,2020,13,4,4,27,5,0,0,M S,Lille,1092,0
Yusuf Yazici,2020,12,4,4,16,2,0,0,F S,Lille,291,0
Luiz Araujo,2020,11,3,3,28,1,2,0,M S,Lille,681,2
Jonathan Ikone,2020,13,2,2,13,1,0,0,F M S,Lille,659,0
Jonathan Christian David,2020,13,2,2,20,1,0,0,F M S,Lille,716,0
Renato Sanches,2020,8,1,1,12,0,1,0,M S,Lille,600,1
Mehmet Zeki Çelik,2020,9,1,1,5,0,3,0,D S,Lille,724,3
José Fonte,2020,12,0,0,6,0,3,0,D,Lille,1030,3
Jérémy Pied,2020,4,0,0,1,0,1,0,D S,Lille,238,1
Benjamin André,2020,12,0,0,7,0,2,0,M,Lille,1014,2
Adama Soumaoro,2020,3,0,0,2,0,1,0,D S,Lille,140,1
Mike Maignan,2020,13,0,0,0,0,1,0,GK,Lille,1170,1
Xeka,2020,10,0,0,4,1,1,0,M S,Lille,327,1
Boubakary Soumare,2020,10,0,0,2,0,1,0,M S,Lille,458,1
Timothy Weah,2020,7,0,0,5,0,1,0,S,Lille,61,1
Reinildo,2020,6,0,0,0,0,1,1,D S,Lille,307,2
Isaac Lihadji,2020,8,0,0,4,1,0,0,M S,Lille,141,0
Tiago Djaló,2020,3,0,0,0,0,1,0,D S,Lille,190,1
Domagoj Bradaric,2020,12,0,0,2,1,3,0,D S,Lille,863,3
Sven Botman,2020,13,0,0,1,0,1,0,D,Lille,1170,1
Kylian Mbappe-Lottin,2020,9,10,7,34,4,0,0,F M S,Paris Saint Germain,611,0
Moise Kean,2020,7,5,5,18,0,1,0,F,Paris Saint Germain,526,1
Neymar,2020,6,3,2,28,3,1,1,F M S,Paris Saint Germain,479,2
Ángel Di María,2020,8,3,3,19,4,1,0,F M S,Paris Saint Germain,606,1
Julian Draxler,2020,6,2,2,5,0,2,0,M S,Paris Saint Germain,400,2
Alessandro Florenzi,2020,8,2,2,9,0,1,0,D F S,Paris Saint Germain,571,1
Mauro Icardi,2020,5,2,2,12,0,0,0,F S,Paris Saint Germain,352,0
Pablo Sarabia,2020,11,2,2,20,4,1,0,F M S,Paris Saint Germain,645,1
Ander Herrera,2020,12,1,1,11,1,1,0,M S,Paris Saint Germain,737,1
Idrissa Gueye,2020,9,1,1,9,0,1,0,M S,Paris Saint Germain,559,1
Marquinhos,2020,7,1,1,5,0,1,0,D M S,Paris Saint Germain,546,1
Colin Dagba,2020,11,1,1,4,2,3,0,D S,Paris Saint Germain,540,3
Juan Bernat,2020,3,0,0,0,0,2,0,D S,Paris Saint Germain,197,2
Leandro Paredes,2020,8,0,0,5,0,0,1,M S,Paris Saint Germain,383,1
Sergio Rico,2020,3,0,0,0,0,0,0,GK,Paris Saint Germain,270,0
Rafinha,2020,7,0,0,6,2,1,0,M S,Paris Saint Germain,541,1
Keylor Navas,2020,9,0,0,0,0,0,0,GK,Paris Saint Germain,810,0
Jesé,2020,2,0,0,0,0,0,0,S,Paris Saint Germain,19,0
Thilo Kehrer,2020,5,0,0,0,0,0,0,D S,Paris Saint Germain,263,0
Layvin Kurzawa,2020,6,0,0,2,1,2,1,D S,Paris Saint Germain,356,3
Marco Verratti,2020,6,0,0,4,0,1,0,M S,Paris Saint Germain,425,1
Presnel Kimpembe,2020,9,0,0,1,0,2,0,D S,Paris Saint Germain,698,2
Abdou Diallo,2020,10,0,0,1,0,0,2,D S,Paris Saint Germain,638,2
Marcin Bulka,2020,1,0,0,0,0,0,0,GK,Paris Saint Germain,90,0
Arnaud Kalimuendo Muinga,2020,1,0,0,2,0,0,0,F,Paris Saint Germain,74,0
Mitchel Bakker,2020,12,0,0,2,2,1,0,D S,Paris Saint Germain,840,1
Kays Ruiz-Atil,2020,7,0,0,2,0,1,0,F S,Paris Saint Germain,174,1
Bandiougou Fadiga,2020,4,0,0,0,0,0,0,S,Paris Saint Germain,32,0
Timothee Pembele,2020,2,0,0,1,0,1,0,D,Paris Saint Germain,180,1
Danilo Pereira,2020,5,0,0,5,0,1,0,D M S,Paris Saint Germain,279,1
Damien Da Silva,2020,12,3,3,12,0,4,0,D,Rennes,1080,4
Sehrou Guirassy,2020,11,3,3,17,1,0,0,F S,Rennes,781,0
Adrien Hunou,2020,10,3,3,14,0,0,0,F S,Rennes,317,0
Naif Aguerd,2020,11,3,3,12,0,1,0,D,Rennes,990,1
Steven N&#039;Zonzi,2020,11,1,1,8,0,5,0,M,Rennes,990,5
Benjamin Bourigeaud,2020,13,1,1,25,3,2,0,M S,Rennes,876,2
Martin Terrier,2020,9,1,1,14,1,1,1,F M S,Rennes,594,2
Eduardo Camavinga,2020,11,1,1,5,1,2,0,M S,Rennes,702,2
Raphinha,2020,6,1,1,10,2,0,0,F M S,Rennes,416,0
Adrien Truffert,2020,6,1,1,5,2,1,0,D S,Rennes,389,1
M&#039;Baye Niang,2020,4,0,0,6,0,0,0,F S,Rennes,139,0
Daniele Rugani,2020,1,0,0,1,0,1,0,D,Rennes,90,1
Alfred Gomis,2020,5,0,0,0,0,0,0,GK,Rennes,450,0
Hamari Traore,2020,11,0,0,6,1,0,0,D S,Rennes,923,0
Jonas Martin,2020,7,0,0,0,0,0,0,M S,Rennes,192,0
Clément Grenier,2020,3,0,0,3,0,0,0,M S,Rennes,104,0
Romain Del Castillo,2020,12,0,0,13,3,0,0,F M S,Rennes,421,0
Faitout Maouassa,2020,6,0,0,8,1,1,0,D S,Rennes,403,1
Flavien Tait,2020,10,0,0,7,1,3,0,F M S,Rennes,578,3
Dalbert,2020,3,0,0,2,0,2,0,D S,Rennes,198,2
Romain Salin,2020,7,0,0,0,0,1,0,GK,Rennes,630,1
James Edward Lea Siliki,2020,4,0,0,6,0,0,0,M S,Rennes,237,0
Gerzino Nyamsi,2020,2,0,0,0,0,0,0,D,Rennes,121,0
Yann Gboho,2020,9,0,0,7,0,0,0,M S,Rennes,260,0
Edouard Mendy,2020,1,0,0,0,0,0,0,GK,Rennes,90,0
Georginio Rutter,2020,1,0,0,0,0,0,0,S,Rennes,1,0
Sacha Boey,2020,2,0,0,1,0,0,1,D,Rennes,124,1
Brandon Soppy,2020,5,0,0,3,0,0,0,D S,Rennes,296,0
Jéremy Doku,2020,7,0,0,7,0,0,0,M S,Rennes,412,0
Florian Thauvin,2020,11,4,4,23,5,1,0,F M S,Marseille,832,1
Dimitri Payet,2020,8,2,2,9,1,2,1,F M S,Marseille,534,3
Valère Germain,2020,9,2,2,2,0,0,0,F S,Marseille,174,0
Morgan Sanson,2020,9,2,2,8,3,2,0,M S,Marseille,657,2
Duje Caleta-Car,2020,11,2,2,6,0,3,0,D S,Marseille,895,3
Darío Benedetto,2020,10,2,1,21,1,1,1,F S,Marseille,702,2
Jordan Amavi,2020,8,1,1,4,0,3,1,D,Marseille,720,4
Leonardo Balerdi,2020,4,1,1,5,0,1,0,D,Marseille,319,1
Hiroki Sakai,2020,10,0,0,0,1,3,0,D,Marseille,892,3
Kevin Strootman,2020,7,0,0,0,0,2,0,M S,Marseille,132,2
Yuto Nagatomo,2020,4,0,0,0,0,1,0,D S,Marseille,229,1
Steve Mandanda,2020,11,0,0,0,0,1,0,GK,Marseille,990,1
Álvaro González,2020,9,0,0,6,1,5,0,D,Marseille,810,5
Bouna Sarr,2020,2,0,0,1,0,0,0,S,Marseille,70,0
Valentin Rongier,2020,11,0,0,6,1,2,0,M S,Marseille,859,2
Maxime Lopez,2020,4,0,0,0,0,1,0,F S,Marseille,135,1
Saif-Eddine Khaoui,2020,2,0,0,1,0,1,0,S,Marseille,22,1
Boubacar Kamara,2020,11,0,0,7,0,2,0,M,Marseille,959,2
Michaël Cuisance,2020,5,0,0,5,1,1,0,M,Marseille,390,1
Christopher Rocchia,2020,1,0,0,0,0,0,0,S,Marseille,8,0
Nemanja Radonjic,2020,6,0,0,1,1,1,0,F S,Marseille,130,1
Marley Aké,2020,6,0,0,3,0,0,0,S,Marseille,90,0
Pape Alassane Gueye,2020,9,0,0,2,0,1,0,M S,Marseille,266,1
Luis Henrique,2020,2,0,0,0,0,0,0,S,Marseille,4,0
Andy Delort,2020,11,6,6,31,4,2,0,F,Montpellier,888,2
Gaetan Laborde,2020,13,3,3,36,5,1,0,F M,Montpellier,1136,1
Téji Savanier,2020,11,3,1,26,3,4,1,M,Montpellier,869,5
Stephy Mavididi,2020,12,3,3,8,0,1,0,F M S,Montpellier,500,1
Daniel Congré,2020,13,2,2,6,0,2,0,D,Montpellier,1170,2
Florent Mollet,2020,12,2,2,14,0,0,1,M S,Montpellier,636,1
Petar Skuletic,2020,4,1,1,5,0,0,0,S,Montpellier,40,0
Pedro Mendes,2020,11,1,1,2,0,1,0,D,Montpellier,973,1
Arnaud Souquet,2020,7,1,1,4,0,3,0,D M,Montpellier,574,3
Damien Le Tallec,2020,8,0,0,5,0,0,1,D M S,Montpellier,585,1
Jordan Ferri,2020,13,0,0,2,0,2,0,M S,Montpellier,930,2
Hilton,2020,8,0,0,1,0,1,2,D S,Montpellier,452,3
Dimitry Bertaud,2020,3,0,0,0,0,0,0,GK S,Montpellier,222,0
Keagan Dolly,2020,9,0,0,3,0,1,0,M S,Montpellier,176,1
Mihailo Ristic,2020,10,0,0,6,2,1,0,D M S,Montpellier,746,1
Nicolas Cozza,2020,5,0,0,0,0,1,0,D S,Montpellier,264,1
Junior Sambia,2020,12,0,0,6,2,0,0,D M S,Montpellier,615,0
Ambroise Oyongo,2020,11,0,0,0,1,1,0,D M S,Montpellier,469,1
Joris Chotard,2020,10,0,0,3,0,0,0,M S,Montpellier,285,0
Yun Il-Lok,2020,6,0,0,4,0,1,0,F S,Montpellier,141,1
Jonas Omlin,2020,11,0,0,0,0,0,0,GK,Montpellier,948,0
Samy Benchama,2020,1,0,0,0,0,0,0,S,Montpellier,1,0
Stéphane Bahoken,2020,11,5,5,31,1,4,0,F S,Angers,717,4
Ismael Traoré,2020,13,3,3,10,3,2,0,D,Angers,1170,2
Angelo Fulgini,2020,13,3,3,25,3,2,0,M,Angers,1152,2
Pierrick Capelle,2020,10,2,2,13,2,0,0,D M S,Angers,513,0
Pereira Lage,2020,6,2,2,6,0,2,0,M S,Angers,408,2
Sofiane Boufal,2020,5,1,1,5,0,1,0,M S,Angers,292,1
Jimmy Cabot,2020,8,1,1,4,1,1,0,M S,Angers,321,1
Thomas Mangani,2020,12,1,0,9,0,3,0,M S,Angers,889,3
Sada Thioub,2020,11,1,1,16,1,0,0,F M S,Angers,590,0
Lois Diony,2020,11,1,0,6,1,0,0,F S,Angers,283,0
Paul Bernardoni,2020,13,0,0,0,0,1,0,GK,Angers,1170,1
Lassana Coulibaly,2020,10,0,0,1,0,2,0,M S,Angers,277,2
Casimir Ninga,2020,1,0,0,0,0,0,0,S,Angers,19,0
Ibrahim Amadou,2020,7,0,0,7,0,2,0,M,Angers,576,2
Vincent Manceau,2020,8,0,0,1,0,2,0,D S,Angers,594,2
Romain Thomas,2020,10,0,0,3,0,2,1,D,Angers,873,3
Rachid Alioui,2020,1,0,0,0,0,0,0,S,Angers,13,0
Baptiste Santamaria,2020,3,0,0,4,0,1,0,M,Angers,270,1
Mateo Pavlovic,2020,4,0,0,2,0,2,0,D S,Angers,294,2
Abdoulaye Bamba,2020,8,0,0,1,0,0,0,D,Angers,666,0
Wilfried Kanga,2020,2,0,0,1,0,0,0,F,Angers,138,0
Rayan Ait Nouri,2020,3,0,0,1,1,0,0,D S,Angers,190,0
Antonin Bobichon,2020,8,0,0,9,1,0,0,F M S,Angers,248,0
Farid El Melali,2020,6,0,0,6,0,0,0,M S,Angers,126,0
Souleyman Doumbia,2020,9,0,0,5,0,3,0,D S,Angers,720,3
Enzo Ebosse,2020,6,0,0,0,0,1,0,D S,Angers,254,1
Mohamed Ali-Cho,2020,6,0,0,2,0,1,0,S,Angers,82,1
Ludovic Blas,2020,13,4,4,23,0,2,0,F M S,Nantes,1043,2
Randal Kolo Muani,2020,12,2,2,23,1,1,0,F,Nantes,1026,1
Imran Louza,2020,10,2,0,8,0,2,1,M S,Nantes,715,3
Abdoul Kader Bamba,2020,13,2,2,9,1,1,0,M S,Nantes,610,1
Abdoulaye Touré,2020,10,1,0,11,1,1,0,M S,Nantes,525,1
Andrei Girotto,2020,11,1,1,8,0,2,1,D S,Nantes,839,3
Moses Simon,2020,10,1,1,15,1,0,0,M S,Nantes,700,0
Renaud Emond,2020,7,1,1,5,0,0,0,F S,Nantes,92,0
Pedro Chirivella,2020,11,0,0,2,1,1,0,M S,Nantes,727,1
Fabio,2020,11,0,0,8,0,2,1,D S,Nantes,873,3
Alban Lafont,2020,13,0,0,0,0,1,0,GK,Nantes,1170,1
Jean-Kevin Augustin,2020,3,0,0,0,0,0,0,S,Nantes,30,0
Sébastien Corchia,2020,5,0,0,3,1,1,0,D,Nantes,450,1
Marcus Coco,2020,12,0,0,8,1,1,0,M S,Nantes,583,1
Dennis Appiah,2020,9,0,0,0,2,1,0,D S,Nantes,682,1
Charles Traore,2020,4,0,0,0,0,1,0,D S,Nantes,332,1
Nicolas Pallois,2020,11,0,0,5,0,3,0,D,Nantes,990,3
Mehdi Abeid,2020,11,0,0,10,0,3,0,D M S,Nantes,730,3
Roli Pereira De Sa,2020,1,0,0,1,0,0,0,S,Nantes,3,0
Samuel Moutoussamy,2020,1,0,0,2,0,0,0,F,Nantes,85,0
Kalifa Coulibaly,2020,2,0,0,0,0,0,0,F S,Nantes,71,0
Jean-Charles Castelletto,2020,6,0,0,0,0,1,0,D S,Nantes,410,1
Bridge Ndilu,2020,3,0,0,0,0,1,0,S,Nantes,29,1
Batista Mendy,2020,1,0,0,0,0,0,0,S,Nantes,25,0
Amine Gouiri,2020,12,4,3,29,3,2,0,F M S,Nice,942,2
Pierre Lees-Melou,2020,11,3,2,20,1,2,0,M,Nice,974,2
Kasper Dolberg,2020,8,3,2,12,0,2,0,F S,Nice,613,2
Dante,2020,9,2,2,7,1,2,0,D,Nice,778,2
Rony Lopes,2020,11,1,1,18,0,1,0,F M S,Nice,682,1
Myziane Maolida,2020,5,1,1,1,0,1,0,F M S,Nice,189,1
Kephren Thuram,2020,11,1,1,4,0,1,0,M S,Nice,566,1
Hichem Boudaoui,2020,5,1,1,3,0,3,0,D M S,Nice,237,3
Morgan Schneiderlin,2020,10,0,0,3,0,3,0,D M,Nice,900,3
Jeff Reine-Adelaide,2020,5,0,0,4,0,0,0,F M S,Nice,327,0
Danilo,2020,3,0,0,1,0,2,0,D S,Nice,187,2
Hassane Kamara,2020,10,0,0,8,1,2,0,D F,Nice,885,2
Patrick Burner,2020,1,0,0,0,0,0,0,S,Nice,1,0
Walter Benítez,2020,12,0,0,0,0,1,0,GK,Nice,1080,1
Alexis Claude Maurice,2020,6,0,0,5,1,0,0,F M S,Nice,340,0
Racine Coly,2020,1,0,0,0,0,0,0,S,Nice,15,0
Stanley N&#039;Soki,2020,5,0,0,4,0,1,0,D,Nice,445,1
Andy Pelmard,2020,10,0,0,0,0,1,0,D S,Nice,695,1
Youcef Atal,2020,4,0,0,2,0,0,0,D S,Nice,174,0
Eddy Sylvestre,2020,4,0,0,0,0,1,0,F S,Nice,97,1
Evann Guessand,2020,3,0,0,1,0,0,0,S,Nice,23,0
Alexis Trouillet,2020,3,0,0,2,0,0,0,S,Nice,35,0
Jordan Lotomba,2020,11,0,0,3,0,2,0,D,Nice,929,2
Robson Bambu,2020,5,0,0,1,0,2,0,D,Nice,392,2
Dan Ndoye,2020,10,0,0,6,1,0,0,M S,Nice,186,0
Flavius Daniliuc,2020,5,0,0,2,0,0,0,D S,Nice,190,0
Salim Ben Seghir,2020,1,0,0,0,0,0,0,S,Nice,4,0
Wissam Ben Yedder,2020,12,6,3,31,2,2,0,F S,Monaco,916,2
Kevin Volland,2020,11,5,5,13,3,1,0,F M S,Monaco,791,1
Sofiane Diop,2020,13,3,3,22,0,2,0,F M S,Monaco,929,2
Axel Disasi,2020,11,2,2,9,0,2,1,D,Monaco,969,3
Gelson Martins,2020,12,2,2,20,1,2,0,F M S,Monaco,900,2
Benoit Badiashile Mukinayi,2020,13,2,2,15,0,0,0,D,Monaco,1142,0
Cesc Fàbregas,2020,10,1,0,9,2,2,0,M S,Monaco,522,2
Pietro Pellegri,2020,7,1,1,8,0,1,0,S,Monaco,94,1
Ruben Aguilar,2020,12,1,1,4,2,3,0,D,Monaco,1036,3
Willem Geubbels,2020,9,1,1,4,0,3,0,F S,Monaco,183,3
Vito Mannone,2020,4,0,0,0,0,0,0,GK,Monaco,360,0
Stevan Jovetic,2020,10,0,0,16,0,0,0,F S,Monaco,202,0
Aleksandr Golovin,2020,2,0,0,4,1,0,0,M,Monaco,105,0
Djibril Sidibe,2020,6,0,0,1,0,1,0,D S,Monaco,336,1
Benjamin Lecomte,2020,8,0,0,0,0,0,0,GK,Monaco,720,0
Jean Eudes Aholou,2020,2,0,0,2,0,0,0,S,Monaco,30,0
Caio Henrique,2020,7,0,0,1,0,0,0,D S,Monaco,443,0
Fode Toure,2020,6,0,0,0,1,1,0,D S,Monaco,356,1
Guillermo Maripán,2020,4,0,0,1,0,0,0,S,Monaco,42,0
Aurelien Tchouameni,2020,12,0,0,19,1,2,1,M,Monaco,973,3
Youssouf Fofana,2020,11,0,0,13,1,2,1,M,Monaco,869,3
Giulian Biancone,2020,2,0,0,1,0,1,0,D S,Monaco,91,1
Henry Onyekuru,2020,4,0,0,2,1,0,0,F S,Monaco,138,0
Radoslaw Majecki,2020,1,0,0,0,0,0,0,GK,Monaco,90,0
Chrislain Matsima,2020,5,0,0,4,0,2,0,D S,Monaco,329,2
Eliot Matazo,2020,3,0,0,1,0,0,0,S,Monaco,31,0
Enzo Millot,2020,1,0,0,0,0,0,0,S,Monaco,24,0
Florentino Luís,2020,5,0,0,1,0,0,0,M S,Monaco,162,0
Romain Hamouma,2020,12,3,3,12,1,2,0,F S,Saint-Etienne,790,2
Denis Bouanga,2020,13,2,1,33,0,1,0,F M S,Saint-Etienne,990,1
Mahdi Camara,2020,13,2,2,7,0,1,0,D M,Saint-Etienne,1166,1
Adil Aouchiche,2020,11,2,2,12,1,1,0,F M S,Saint-Etienne,687,1
Wahbi Khazri,2020,6,1,0,5,0,1,1,F S,Saint-Etienne,279,2
Yvann Maçon,2020,6,1,1,2,1,2,0,D,Saint-Etienne,540,2
Yann M&#039;Vila,2020,1,0,0,0,0,0,0,S,Saint-Etienne,19,0
Mathieu Debuchy,2020,6,0,0,3,0,1,0,D S,Saint-Etienne,411,1
Assane Diousse,2020,1,0,0,0,0,0,0,S,Saint-Etienne,1,0
Gabriel Silva,2020,1,0,0,0,0,0,0,D,Saint-Etienne,86,0
Timothée Kolodziejczak,2020,11,0,0,6,0,1,1,D,Saint-Etienne,913,2
Ryad Boudebouz,2020,3,0,0,1,0,0,0,M S,Saint-Etienne,114,0
Kévin Monnet-Paquet,2020,5,0,0,1,0,0,0,M S,Saint-Etienne,150,0
Jessy Moulin,2020,13,0,0,0,0,0,0,GK,Saint-Etienne,1170,0
Arnaud Nordin,2020,9,0,0,11,3,0,0,F M S,Saint-Etienne,459,0
Zaydou Youssef,2020,11,0,0,8,0,1,0,M S,Saint-Etienne,625,1
Rayan Souici,2020,1,0,0,0,0,0,0,S,Saint-Etienne,4,0
Panagiotis Retsos,2020,2,0,0,1,0,1,0,D,Saint-Etienne,138,1
Charles Nathan Abi,2020,5,0,0,3,0,0,0,F S,Saint-Etienne,254,0
Marvin Tshibuabua,2020,1,0,0,2,0,0,0,S,Saint-Etienne,42,0
Bilal Benkhedim,2020,2,0,0,0,0,0,0,F S,Saint-Etienne,71,0
Wesley Fofana,2020,4,0,0,1,0,1,0,D S,Saint-Etienne,312,1
Harold Moukoudi,2020,8,0,0,2,1,2,0,D,Saint-Etienne,720,2
Miguel Trauco,2020,5,0,0,3,0,1,0,D S,Saint-Etienne,357,1
Nelson Sissoko,2020,6,0,0,1,0,0,0,D M S,Saint-Etienne,334,0
Maxence Rivera,2020,10,0,0,0,0,0,0,M S,Saint-Etienne,127,0
Lucas Gourna Douath,2020,9,0,0,2,0,2,0,M S,Saint-Etienne,238,2
Yvan Neyou,2020,12,0,0,8,1,5,0,M S,Saint-Etienne,962,5
Jean-Phillipe Krasso,2020,3,0,0,1,0,0,0,F S,Saint-Etienne,81,0
Saidou Sow,2020,4,0,0,0,0,0,0,D S,Saint-Etienne,301,0
Aïmen Moueffek,2020,6,0,0,0,0,2,0,D S,Saint-Etienne,409,2
Abdoulaye Sidibé,2020,1,0,0,0,0,1,0,S,Saint-Etienne,8,1
Tyrone Tormin,2020,2,0,0,0,0,0,0,S,Saint-Etienne,15,0
Hatem Ben Arfa,2020,7,2,2,16,1,0,0,F M,Bordeaux,590,0
Josh Maja,2020,12,2,2,18,0,2,0,F S,Bordeaux,627,2
Remi Oudin,2020,13,2,2,14,0,1,0,M S,Bordeaux,730,1
Toma Basic,2020,13,2,2,22,0,1,0,M,Bordeaux,1025,1
Samuel Kalu,2020,7,2,2,5,1,2,0,M S,Bordeaux,299,2
Jimmy Briand,2020,13,1,0,8,2,2,0,M S,Bordeaux,335,2
