nombre_jugador,año,juegos,goles,goles_sin_penalti,tiros,asistencias,tarjetas_amarillas,tarjetas_rojas,posicion,nombre_equipo,tiempo,tarjetas_totales
Dries Mertens,2015,33,5,5,54,5,7,0,F S,Napoli,1073,7
Allan,2015,35,3,3,29,5,5,0,M S,Napoli,2832,5
Omar El Kaddouri,2015,20,1,1,11,2,2,0,S,Napoli,214,2
Vlad Chiriches,2015,8,1,1,4,0,2,0,D,Napoli,699,2
Raúl Albiol,2015,36,1,1,10,1,10,0,D,Napoli,3240,10
David López,2015,25,1,1,10,1,2,0,M S,Napoli,708,2
Gabriel,2015,1,0,0,0,0,0,0,GK,Napoli,90,0
Mirko Valdifiori,2015,6,0,0,1,0,3,0,M,Napoli,461,3
Vasco Regini,2015,1,0,0,0,0,0,0,S,Napoli,12,0
José Reina,2015,37,0,0,0,0,1,0,GK,Napoli,3330,1
Elseid Hysaj,2015,37,0,0,11,2,5,0,D,Napoli,3286,5
Kalidou Koulibaly,2015,33,0,0,5,0,11,0,D S,Napoli,2889,11
Ivan Strinic,2015,5,0,0,3,0,0,0,D S,Napoli,249,0
Faouzi Ghoulam,2015,34,0,0,22,3,3,0,D S,Napoli,2920,3
Jorginho,2015,35,0,0,6,4,10,1,M S,Napoli,2911,11
Christian Maggio,2015,8,0,0,1,0,0,0,D S,Napoli,390,0
Nathaniel Chalobah,2015,5,0,0,0,0,0,0,S,Napoli,25,0
Mauro Icardi,2015,33,16,15,57,4,1,0,F S,Inter,2608,1
Ivan Perisic,2015,34,7,7,68,6,5,0,D F M S,Inter,2410,5
Stevan Jovetic,2015,26,6,5,70,2,4,0,F M S,Inter,1533,4
Marcelo Brozovic,2015,32,4,4,56,5,7,0,M S,Inter,2385,7
Adem Ljajic,2015,25,3,3,38,3,2,0,F M S,Inter,1452,2
Jeison Murillo,2015,34,2,2,19,1,4,3,D S,Inter,2843,7
Rodrigo Palacio,2015,27,2,2,15,4,5,0,F M S,Inter,1395,5
Danilo D&#039;Ambrosio,2015,20,2,2,8,0,3,1,D S,Inter,1620,4
Miranda,2015,32,1,1,9,3,6,2,D S,Inter,2742,8
Gary Medel,2015,30,1,1,12,1,10,0,D M S,Inter,2420,10
Éder,2015,14,1,1,21,0,1,0,F M S,Inter,743,1
Geoffrey Kondogbia,2015,26,1,1,38,0,6,1,M S,Inter,2005,7
Felipe Melo,2015,26,1,1,23,1,6,2,M S,Inter,1774,8
Jonathan Biabiany,2015,20,1,1,20,2,3,0,M S,Inter,849,3
Fredy Guarín,2015,16,1,1,29,1,7,0,M S,Inter,972,7
Juan Jesus,2015,19,0,0,4,0,3,0,D S,Inter,1415,3
Hernanes,2015,2,0,0,2,0,0,0,S,Inter,45,0
Samir Handanovic,2015,36,0,0,0,0,5,0,GK,Inter,3240,5
Yuto Nagatomo,2015,22,0,0,7,0,4,2,D S,Inter,1647,6
Davide Santon,2015,12,0,0,3,1,1,0,D S,Inter,983,1
Juan Pablo Carrizo,2015,2,0,0,0,0,0,0,GK,Inter,163,0
Andrea Ranocchia,2015,10,0,0,0,0,0,0,D S,Inter,205,0
Assane Demoya Gnoukouri,2015,2,0,0,2,0,0,0,M S,Inter,59,0
Rey Manaj,2015,4,0,0,2,0,1,0,S,Inter,28,1
Alex Telles,2015,21,0,0,13,1,5,1,D S,Inter,1580,6
Fabio Della Giovanna,2015,1,0,0,0,0,0,0,S,Inter,8,0
Ionut Radu,2015,1,0,0,0,0,0,0,S,Inter,17,0
Martín Montoya,2015,3,0,0,0,0,0,0,D,Inter,257,0
Alejandro Gomez,2015,34,7,7,85,7,4,1,F M S,Atalanta,2838,5
Mauricio Pinilla,2015,20,5,5,42,2,8,1,F S,Atalanta,1342,9
Marco Borriello,2015,15,4,3,25,1,3,0,F S,Atalanta,845,3
Germán Denis,2015,15,4,3,20,1,0,0,F S,Atalanta,982,0
Marco D&#039;Alessandro,2015,23,3,3,13,2,3,0,F M S,Atalanta,1158,3
Luca Cigarini,2015,25,2,1,42,2,10,0,M S,Atalanta,1824,10
Andrea Conti,2015,14,2,2,5,1,1,1,D M S,Atalanta,816,2
Jasmin Kurtic,2015,32,2,2,40,0,6,1,M S,Atalanta,2431,7
Alessandro Diamanti,2015,16,1,1,24,1,4,0,F M S,Atalanta,863,4
Gabriel Paletta,2015,24,1,1,8,0,5,2,D,Atalanta,2012,7
Rafael Toloi,2015,24,1,1,9,0,6,1,D S,Atalanta,1892,7
Remo Freuler,2015,6,1,1,5,0,0,0,M S,Atalanta,451,0
Guglielmo Stendardo,2015,15,1,1,5,0,3,1,D S,Atalanta,1108,4
Nicolò Cherubin,2015,14,1,1,3,0,1,1,D S,Atalanta,1027,2
Marten de Roon,2015,36,1,1,20,2,9,1,M S,Atalanta,3103,10
Gianpaolo Bellini,2015,15,1,0,6,0,4,0,D S,Atalanta,959,4
Maximiliano Moralez,2015,17,1,1,26,4,2,0,F S,Atalanta,1369,2
Davide Brivio,2015,14,0,0,9,0,2,0,D S,Atalanta,1005,2
Andrea Masiello,2015,29,0,0,4,1,7,0,D S,Atalanta,2402,7
Boukary Dramé,2015,25,0,0,17,0,1,1,D M,Atalanta,2054,2
Roberto Gagliardini,2015,1,0,0,2,0,0,0,M,Atalanta,82,0
Cristian Raimondi,2015,18,0,0,6,0,4,0,D F S,Atalanta,721,4
Marco Sportiello,2015,36,0,0,0,0,2,0,GK,Atalanta,3240,2
Giulio Migliaccio,2015,17,0,0,3,0,2,0,M S,Atalanta,499,2
Alberto Grassi,2015,13,0,0,15,0,4,1,M,Atalanta,996,5
Carlos Carmona,2015,8,0,0,1,0,2,1,M S,Atalanta,466,3
Davide Bassi,2015,1,0,0,0,0,0,0,GK,Atalanta,90,0
Serge Gakpe,2015,5,0,0,3,0,0,0,S,Atalanta,67,0
Boris Radunovic,2015,1,0,0,0,0,0,0,GK,Atalanta,90,0
Berat Gjimshiti,2015,3,0,0,1,0,1,0,D,Atalanta,270,1
Gaetano Monachello,2015,10,0,0,15,0,2,0,F S,Atalanta,349,2
Marcelo Estigarribia,2015,4,0,0,0,0,0,0,S,Atalanta,20,0
Luigi Giorgi,2015,1,0,0,0,0,0,0,S,Atalanta,13,0
Massimo Maccarone,2015,37,13,12,81,5,4,0,F S,Empoli,2779,4
Manuel Pucciarelli,2015,38,6,6,56,3,2,0,F S,Empoli,3033,2
Riccardo Saponara,2015,33,5,5,70,11,6,1,M S,Empoli,2649,7
Piotr Zielinski,2015,35,5,5,64,4,5,1,M,Empoli,3040,6
Leandro Paredes,2015,33,2,2,53,1,11,0,M S,Empoli,2497,11
Marcel Büchel,2015,28,2,2,35,1,10,0,M S,Empoli,1578,10
Lorenzo Tonelli,2015,26,2,2,7,0,8,1,D,Empoli,2287,9
Vincent Laurini,2015,25,1,1,3,0,5,0,D S,Empoli,1955,5
Andrea Costa,2015,24,1,1,6,0,4,0,D S,Empoli,2079,4
Rade Krunic,2015,15,1,1,7,0,3,0,M S,Empoli,488,3
Marko Livaja,2015,18,1,1,16,0,7,0,F S,Empoli,591,7
Lukasz Skorupski,2015,31,0,0,1,0,2,0,GK,Empoli,2790,2
Daniele Croce,2015,28,0,0,12,1,3,0,M S,Empoli,1788,3
Levan Mchedlidze,2015,13,0,0,12,0,2,1,F S,Empoli,300,3
Federico Barba,2015,10,0,0,3,1,3,0,D,Empoli,891,3
Alberto Pelagotti,2015,6,0,0,0,0,0,0,GK,Empoli,540,0
Raffaele Maiello,2015,12,0,0,4,0,1,0,M S,Empoli,466,1
Marco Zambelli,2015,19,0,0,0,0,3,0,D S,Empoli,1246,3
Assane Diousse,2015,15,0,0,5,0,2,1,M S,Empoli,825,3
Luca Bittante,2015,16,0,0,2,0,0,0,D S,Empoli,509,0
Maurizio Pugliesi,2015,1,0,0,0,0,0,0,GK,Empoli,90,0
Uros Cosic,2015,9,0,0,1,0,4,0,D,Empoli,810,4
Franco Signorelli,2015,1,0,0,0,0,0,0,S,Empoli,31,0
Mário Rui,2015,36,0,0,29,2,6,1,D,Empoli,3240,7
Alessandro Piu,2015,10,0,0,3,0,0,0,F S,Empoli,207,0
Michele Camporese,2015,2,0,0,1,0,0,0,D,Empoli,162,0
Lorenzo Ariaudo,2015,5,0,0,2,0,0,0,D,Empoli,422,0
Ronaldo,2015,2,0,0,6,0,1,0,M S,Empoli,88,1
Luca Martinelli,2015,1,0,0,1,0,0,0,D,Empoli,90,0
Alberto Paloschi,2015,21,8,7,41,2,1,0,F S,Chievo,1676,1
Valter Birsa,2015,35,6,4,53,7,4,0,F M S,Chievo,2423,4
Riccardo Meggiorini,2015,26,5,5,38,7,8,1,F S,Chievo,1663,9
Sergio Pellissier,2015,19,5,3,22,0,2,0,F S,Chievo,943,2
Simone Pepe,2015,22,3,3,20,3,2,1,F M S,Chievo,775,3
Lucas Castro,2015,34,3,3,45,1,9,0,M S,Chievo,2791,9
Nicola Rigoni,2015,28,3,3,29,1,7,0,M S,Chievo,1987,7
Roberto Inglese,2015,26,3,3,35,1,3,0,F S,Chievo,1374,3
Fabrizio Cacciatore,2015,29,1,1,11,3,6,0,D S,Chievo,2302,6
Dario Dainelli,2015,18,1,1,2,0,5,0,D S,Chievo,1379,5
Perparim Hetemaj,2015,28,1,1,25,0,7,0,M S,Chievo,2263,7
Antonio Floro Flores,2015,14,1,1,28,0,2,0,F S,Chievo,652,2
Gennaro Sardo,2015,6,1,1,2,0,3,0,D S,Chievo,329,3
Bostjan Cesar,2015,31,1,1,14,0,9,1,D S,Chievo,2718,10
Nicola Ninkovic,2015,1,0,0,0,0,0,0,S,Chievo,4,0
Albano Bizzarri,2015,35,0,0,0,0,2,0,GK,Chievo,3150,2
Alessandro Gamberini,2015,22,0,0,3,1,1,0,D,Chievo,1816,1
Massimo Gobbi,2015,34,0,0,13,1,7,0,D S,Chievo,2782,7
Ivan Radovanovic,2015,26,0,0,18,0,9,0,M S,Chievo,2076,9
Nicolás Spolli,2015,10,0,0,2,0,3,1,D S,Chievo,766,4
Nicolas Frey,2015,19,0,0,1,0,3,0,D S,Chievo,1486,3
Andrea Seculin,2015,3,0,0,0,0,0,0,GK,Chievo,270,0
Federico Mattiello,2015,1,0,0,3,1,0,0,D,Chievo,90,0
Filippo Costa,2015,6,0,0,0,0,0,0,S,Chievo,120,0
Giampiero Pinzi,2015,18,0,0,3,0,7,0,M S,Chievo,986,7
Paul-José M&#039;Poku,2015,20,0,0,17,0,3,0,F M S,Chievo,744,3
Josip Ilicic,2015,30,13,6,74,5,2,0,M S,Fiorentina,1933,2
Nikola Kalinic,2015,36,12,12,72,3,5,0,F M S,Fiorentina,2559,5
Khouma Babacar,2015,18,5,4,30,1,2,0,F S,Fiorentina,801,2
Gonzalo Rodríguez,2015,35,4,4,11,0,7,0,D,Fiorentina,3144,7
Borja Valero,2015,37,4,4,36,6,5,0,M S,Fiorentina,3100,5
Mauro Zárate,2015,15,3,3,40,1,2,1,F M S,Fiorentina,692,3
Marcos Alonso,2015,31,3,3,55,4,8,0,D M S,Fiorentina,2343,8
Cristian Tello,2015,15,2,2,22,4,1,0,D F M S,Fiorentina,1086,1
Matías Vecino,2015,30,2,2,50,1,8,0,M S,Fiorentina,2399,8
Federico Bernardeschi,2015,33,2,2,53,4,6,0,F M S,Fiorentina,2276,6
Jakub Blaszczykowski,2015,15,2,2,8,1,1,0,F M S,Fiorentina,762,1
Mario Suárez,2015,9,1,1,7,0,3,0,M S,Fiorentina,451,3
Milan Badelj,2015,27,1,1,26,1,7,1,M S,Fiorentina,2147,8
Matías Fernández,2015,22,1,1,25,3,3,1,F M S,Fiorentina,1065,4
Ante Rebic,2015,4,1,1,6,0,2,0,F M S,Fiorentina,229,2
Facundo Roncaglia,2015,30,1,1,11,0,9,0,D S,Fiorentina,2439,9
Joan Verdú,2015,5,1,1,4,0,0,0,M S,Fiorentina,180,0
Manuel Pasqual,2015,17,0,0,4,2,5,0,D M S,Fiorentina,1032,5
Ciprian Tatarusanu,2015,37,0,0,0,0,2,0,GK,Fiorentina,3312,2
Davide Astori,2015,33,0,0,12,0,5,0,D S,Fiorentina,2901,5
Luca Lezzerini,2015,2,0,0,0,0,0,0,GK S,Fiorentina,108,0
Nenad Tomovic,2015,24,0,0,6,0,5,0,D S,Fiorentina,1669,5
Panagiotis Kone,2015,1,0,0,1,0,0,0,S,Fiorentina,8,0
Giuseppe Rossi,2015,11,0,0,16,2,1,0,F S,Fiorentina,365,1
Tino Costa,2015,7,0,0,2,0,3,0,M S,Fiorentina,284,3
Gilberto,2015,5,0,0,4,0,1,0,M S,Fiorentina,279,1
Carlos Bacca,2015,38,18,16,77,2,2,0,F S,AC Milan,3179,2
Giacomo Bonaventura,2015,33,6,6,104,8,8,0,F M S,AC Milan,2845,8
M&#039;Baye Niang,2015,16,5,3,37,4,1,0,F M S,AC Milan,1172,1
Luiz Adriano,2015,26,4,3,26,3,4,0,F S,AC Milan,1173,4
Luca Antonelli,2015,28,3,3,19,1,2,0,D S,AC Milan,2333,2
Alex,2015,25,3,3,23,1,5,0,D S,AC Milan,2093,5
Jérémy Menez,2015,10,2,1,6,0,1,0,F S,AC Milan,279,1
Juraj Kucka,2015,29,1,1,46,3,11,0,M S,AC Milan,2088,11
Keisuke Honda,2015,30,1,1,46,3,2,0,M S,AC Milan,1935,2
Cristian Zapata,2015,16,1,1,3,0,3,0,D S,AC Milan,1335,3
Ignazio Abate,2015,27,1,1,4,1,7,0,D,AC Milan,2254,7
Andrea Bertolacci,2015,27,1,1,18,1,6,0,M S,AC Milan,1806,6
Philippe Mexes,2015,5,1,1,5,0,4,0,D S,AC Milan,398,4
Mario Balotelli,2015,20,1,1,43,1,6,0,F S,AC Milan,818,6
Kevin-Prince Boateng,2015,11,1,1,5,0,1,0,M S,AC Milan,188,1
Gianluigi Donnarumma,2015,30,0,0,0,0,3,0,GK,AC Milan,2628,3
Andrea Poli,2015,18,0,0,5,1,1,0,M S,AC Milan,560,1
Alessio Romagnoli,2015,34,0,0,6,0,8,1,D S,AC Milan,2942,9
Mattia De Sciglio,2015,22,0,0,13,1,3,0,D M S,AC Milan,1846,3
Manuel Locatelli,2015,2,0,0,0,0,1,0,M S,AC Milan,91,1
Suso,2015,1,0,0,2,0,0,0,M,AC Milan,56,0
Rodrigo Ely,2015,3,0,0,2,0,1,1,D S,AC Milan,169,2
José Mauri,2015,5,0,0,7,0,2,0,M S,AC Milan,245,2
Riccardo Montolivo,2015,31,0,0,29,1,5,0,M,AC Milan,2694,5
Davide Calabria,2015,6,0,0,1,0,4,0,D S,AC Milan,371,4
Diego López,2015,8,0,0,0,0,1,0,GK,AC Milan,720,1
Christian Abbiati,2015,1,0,0,0,0,0,0,S,AC Milan,72,0
Nigel de Jong,2015,5,0,0,4,0,0,1,M,AC Milan,372,1
Alessio Cerci,2015,13,0,0,17,1,0,0,F M S,AC Milan,761,0
Antonio Nocerino,2015,2,0,0,0,0,0,0,M S,AC Milan,66,0
Federico Dionisi,2015,32,9,8,83,4,12,0,F S,Frosinone,2455,12
Daniel Ciofani,2015,37,9,7,76,1,1,0,F S,Frosinone,2919,1
Paolo Sammarco,2015,28,4,4,23,1,7,0,M S,Frosinone,2321,7
Leonardo Blanchard,2015,28,3,3,22,1,11,1,D S,Frosinone,2458,12
Alessandro Frara,2015,20,2,2,12,0,3,0,M S,Frosinone,1163,3
Luca Paganini,2015,27,2,2,25,2,6,0,F M S,Frosinone,1850,6
Arlind Ajeti,2015,16,1,1,9,0,5,1,D S,Frosinone,1216,6
Modibo Diakité,2015,18,1,1,7,0,4,0,D,Frosinone,1620,4
Adriano Russo,2015,10,1,1,1,0,2,0,D S,Frosinone,886,2
Oliver Kragl,2015,15,1,1,32,0,4,0,F M S,Frosinone,940,4
Danilo Soddimo,2015,28,1,1,44,2,9,1,F M S,Frosinone,1792,10
Aleandro Rosi,2015,27,0,0,15,0,6,0,D S,Frosinone,2161,6
Aleksandar Tonev,2015,22,0,0,31,1,2,0,F M S,Frosinone,1073,2
Daniel Pavlovic,2015,22,0,0,12,5,6,0,D,Frosinone,1939,6
Massimo Zappino,2015,4,0,0,0,0,0,0,GK S,Frosinone,331,0
Matteo Ciofani,2015,18,0,0,4,1,2,0,D S,Frosinone,1294,2
Roberto Crivello,2015,17,0,0,2,1,5,0,D S,Frosinone,1440,5
Mirko Gori,2015,28,0,0,23,0,10,1,M S,Frosinone,2187,11
Robert Gucher,2015,24,0,0,21,0,3,0,M S,Frosinone,1369,3
Massimiliano Carlini,2015,14,0,0,4,0,0,0,M S,Frosinone,365,0
Raman Chibsah,2015,22,0,0,11,2,1,1,M S,Frosinone,1159,2
Nicola Leali,2015,33,0,0,0,0,3,0,GK,Frosinone,2970,3
Samuele Longo,2015,18,0,0,10,1,2,0,F S,Frosinone,316,2
Vasiliy Pryima,2015,5,0,0,1,0,1,0,D S,Frosinone,292,1
Davide Bertoncini,2015,5,0,0,0,0,1,0,D S,Frosinone,363,1
Francesco Bardi,2015,2,0,0,0,0,1,0,GK,Frosinone,119,1
Nicolás Castillo,2015,6,0,0,10,0,1,0,F S,Frosinone,302,1
Daniele Verde,2015,6,0,0,10,0,0,0,M S,Frosinone,119,0
Andrea Belotti,2015,35,12,8,70,4,4,0,F S,Torino,2606,4
Ciro Immobile,2015,14,5,3,38,2,2,0,F S,Torino,992,2
Fabio Quagliarella,2015,16,5,4,48,0,0,0,F,Torino,1359,0
Daniele Baselli,2015,35,4,4,33,3,6,0,M S,Torino,2270,6
Maxi López,2015,26,4,2,26,2,2,0,F S,Torino,1054,2
Marco Benassi,2015,32,3,3,47,2,7,0,M S,Torino,1929,7
Josef Martínez,2015,21,3,3,35,1,0,0,F S,Torino,915,0
Bruno Peres,2015,31,3,3,40,4,9,0,D S,Torino,2604,9
Afriyie Acquah,2015,29,2,2,25,3,9,0,M S,Torino,1892,9
Cesare Bovo,2015,21,2,2,10,0,10,0,D S,Torino,1790,10
Davide Zappacosta,2015,25,1,1,14,1,3,0,D S,Torino,1262,3
Joel Obi,2015,10,1,1,3,0,1,1,M S,Torino,499,2
Giuseppe Vives,2015,33,1,1,16,1,9,1,M S,Torino,2546,10
Emiliano Moretti,2015,35,1,1,12,1,4,0,D,Torino,3150,4
Cristian Molinaro,2015,27,1,1,12,1,3,1,D S,Torino,1963,4
Pontus Jansson,2015,7,1,1,6,0,1,0,D S,Torino,615,1
Daniele Padelli,2015,35,0,0,0,0,3,0,GK,Torino,3150,3
Alessandro Gazzi,2015,15,0,0,1,0,4,0,M S,Torino,963,4
Nikola Maksimovic,2015,16,0,0,2,1,3,0,D,Torino,1440,3
Salvador Ichazo,2015,3,0,0,0,0,0,0,GK,Torino,270,0
Kamil Glik,2015,33,0,0,19,0,11,0,D,Torino,2970,11
Alexander Farnerud,2015,5,0,0,2,0,0,0,S,Torino,83,0
Sanjin Prcic,2015,2,0,0,0,0,0,0,S,Torino,25,0
Danilo Avelar,2015,6,0,0,4,2,1,0,D S,Torino,341,1
Gastón Silva,2015,12,0,0,7,1,3,0,D S,Torino,897,3
Simone Edera,2015,2,0,0,0,0,0,0,S,Torino,4,0
Amauri,2015,1,0,0,0,0,0,0,S,Torino,6,0
Sofiane Boufal,2015,29,11,9,50,4,10,2,F M S,Lille,2351,12
Eder,2015,13,6,5,31,4,1,0,F S,Lille,1076,1
Yassine Benzia,2015,25,5,5,37,0,4,0,F M S,Lille,1349,4
Djibril Sidibe,2015,37,4,4,41,3,3,0,D M S,Lille,3274,3
Sébastien Corchia,2015,33,2,2,22,2,6,0,D M S,Lille,2629,6
Éric Bautheac,2015,28,2,2,53,1,7,0,D F M S,Lille,2173,7
Rony Lopes,2015,12,2,2,20,1,1,0,F S,Lille,512,1
Morgan Amalfitano,2015,15,2,2,13,0,2,0,F M S,Lille,952,2
Adama Soumaoro,2015,28,1,1,12,0,6,0,D M S,Lille,2321,6
Ibrahim Amadou,2015,22,1,1,12,0,2,0,D M S,Lille,1663,2
Mounir Obbadi,2015,30,1,1,31,4,8,0,M S,Lille,2306,8
Stoppila Sunzu,2015,12,1,1,10,0,0,1,D S,Lille,916,1
Vincent Enyeama,2015,35,0,0,0,0,3,1,GK,Lille,3129,4
Renato Civelli,2015,32,0,0,17,0,6,2,D,Lille,2763,8
Rio Mavuba,2015,35,0,0,11,0,5,0,M S,Lille,2807,5
Benjamin Pavard,2015,13,0,0,3,0,3,0,D M S,Lille,636,3
Youssouf Kone,2015,1,0,0,0,0,0,0,S,Lille,3,0
Junior Tallo,2015,23,0,0,34,3,2,0,F S,Lille,1095,2
Ronny Rodelin,2015,1,0,0,5,0,0,0,M,Lille,69,0
Florent Balmont,2015,28,0,0,30,1,5,0,M S,Lille,1944,5
Lenny Nangis,2015,11,0,0,11,0,2,0,F S,Lille,321,2
Marko Basa,2015,15,0,0,14,0,1,0,D,Lille,1334,1
Marvin Martin,2015,12,0,0,5,1,1,0,M S,Lille,415,1
Franck Beria,2015,2,0,0,0,0,0,0,D S,Lille,64,0
Baptiste Guillaume,2015,10,0,0,8,0,1,0,F M S,Lille,539,1
Mike Maignan,2015,4,0,0,0,0,0,0,GK S,Lille,288,0
Sehrou Guirassy,2015,8,0,0,5,0,2,0,F S,Lille,300,2
Soualiho Meité,2015,3,0,0,1,0,0,0,S,Lille,44,0
Yaw Yeboah,2015,3,0,0,0,0,0,0,F S,Lille,102,0
Nolan Mbemba,2015,1,0,0,0,0,0,0,M,Lille,67,0
Alexis Araujo,2015,1,0,0,0,0,0,0,S,Lille,2,0
Ryan Mendes,2015,3,0,0,1,0,0,0,S,Lille,84,0
Zlatan Ibrahimovic,2015,31,38,33,155,13,1,0,F S,Paris Saint Germain,2553,1
Edinson Cavani,2015,32,19,19,86,5,3,0,F S,Paris Saint Germain,2302,3
Ángel Di María,2015,29,10,10,69,18,0,0,F M S,Paris Saint Germain,2138,0
Lucas Moura,2015,36,9,8,63,4,3,0,F M S,Paris Saint Germain,2337,3
Blaise Matuidi,2015,31,4,4,16,6,4,0,M S,Paris Saint Germain,2062,4
Maxwell,2015,28,3,3,10,3,0,0,D S,Paris Saint Germain,2218,0
Layvin Kurzawa,2015,16,3,3,16,5,1,0,D S,Paris Saint Germain,1287,1
Gregory Van der Wiel,2015,17,2,2,8,3,2,0,D S,Paris Saint Germain,1382,2
Javier Pastore,2015,16,2,2,21,6,1,0,F M S,Paris Saint Germain,870,1
Serge Aurier,2015,21,2,2,22,2,8,0,D,Paris Saint Germain,1887,8
Ezequiel Lavezzi,2015,16,2,2,12,0,0,0,F S,Paris Saint Germain,418,0
David Luiz,2015,25,1,1,15,2,4,0,D S,Paris Saint Germain,2086,4
Thiago Silva,2015,30,1,1,15,1,3,0,D S,Paris Saint Germain,2623,3
Adrien Rabiot,2015,24,1,1,14,1,3,1,M S,Paris Saint Germain,1621,4
Thiago Motta,2015,32,1,1,13,1,6,0,M S,Paris Saint Germain,2345,6
Marquinhos,2015,29,1,1,9,0,1,0,D S,Paris Saint Germain,1919,1
Jean-Kevin Augustin,2015,13,1,1,9,0,1,0,F S,Paris Saint Germain,414,1
Hervin Ongenda,2015,5,1,1,5,1,0,0,F M S,Paris Saint Germain,349,0
Kevin Trapp,2015,35,0,0,0,0,0,0,GK,Paris Saint Germain,3111,0
Benjamin Stambouli,2015,27,0,0,4,0,2,0,M S,Paris Saint Germain,1510,2
Christopher Nkunku,2015,5,0,0,1,0,0,0,M S,Paris Saint Germain,331,0
Salvatore Sirigu,2015,3,0,0,0,0,0,0,GK S,Paris Saint Germain,219,0
Marco Verratti,2015,18,0,0,2,3,2,0,M S,Paris Saint Germain,1060,2
Presnel Kimpembe,2015,6,0,0,0,0,1,0,D S,Paris Saint Germain,427,1
Nicolas Douchez,2015,1,0,0,0,0,0,0,GK,Paris Saint Germain,90,0
Timothee Taufflieb,2015,1,0,0,0,0,0,0,S,Paris Saint Germain,1,0
Kevin Rimane,2015,1,0,0,0,0,0,0,S,Paris Saint Germain,1,0
Yakou Meite,2015,1,0,0,0,0,0,0,S,Paris Saint Germain,1,0
Floyd Ayité,2015,32,8,7,73,3,2,1,F M S,SC Bastia,2633,3
Gaël Danic,2015,37,5,4,42,4,7,0,F M S,SC Bastia,2712,7
Brandão,2015,27,3,3,26,2,2,1,F S,SC Bastia,1838,3
Francois Kamano,2015,23,3,3,40,0,2,2,F M S,SC Bastia,1416,4
Sébastien Squillaci,2015,31,2,2,11,2,3,0,D S,SC Bastia,2662,3
Yannick Cahuzac,2015,31,2,2,11,1,13,2,D M S,SC Bastia,2545,15
Sadio Diallo,2015,15,2,2,16,2,2,0,M S,SC Bastia,718,2
Axel Ngando,2015,22,2,2,15,1,3,0,M S,SC Bastia,1303,3
Julian Palmieri,2015,34,2,2,17,2,9,0,D F M S,SC Bastia,2947,9
Julien Romain,2015,5,2,2,2,0,0,0,F S,SC Bastia,158,0
Seko Fofana,2015,32,1,1,34,2,3,1,M S,SC Bastia,2299,4
Lassana Coulibaly,2015,15,1,1,11,0,1,0,M S,SC Bastia,705,1
Florian Raspentino,2015,11,1,1,8,0,2,0,F M S,SC Bastia,510,2
Jean-Louis Leca,2015,34,0,0,0,0,2,1,GK,SC Bastia,2992,3
Francois Modesto,2015,29,0,0,6,0,5,0,D M S,SC Bastia,2423,5
Mathieu Peybernes,2015,25,0,0,0,0,3,0,D S,SC Bastia,2041,3
Alexander Djiku,2015,20,0,0,2,0,6,1,D M S,SC Bastia,1515,7
Florian Marange,2015,24,0,0,2,1,6,0,D M S,SC Bastia,1669,6
Mehdi Mostefa,2015,25,0,0,9,0,11,0,M S,SC Bastia,1806,11
Abdoulaye Keita,2015,4,0,0,0,0,0,0,S,SC Bastia,32,0
Thomas Vincensini,2015,2,0,0,0,0,0,0,GK S,SC Bastia,117,0
Jesper Hansen,2015,4,0,0,0,0,0,0,GK S,SC Bastia,309,0
Gilles Cioni,2015,20,0,0,3,0,2,1,D M S,SC Bastia,1594,3
Christopher Maboulou,2015,9,0,0,3,1,0,0,F S,SC Bastia,228,0
Yassine Jebbour,2015,4,0,0,0,0,0,0,D S,SC Bastia,175,0
Lyes Houri,2015,1,0,0,1,0,0,0,S,SC Bastia,14,0
Ousmane Dembélé,2015,26,12,11,56,5,1,0,F M S,Rennes,1939,1
Kamil Grosicki,2015,33,9,9,50,3,2,0,F M S,Rennes,1519,2
Giovanni Sio,2015,34,7,7,70,7,8,2,F M S,Rennes,2605,10
Fallou Diagne,2015,22,5,3,15,0,7,0,D S,Rennes,1860,7
Pedro Henrique,2015,23,3,3,37,1,9,0,F M S,Rennes,1227,9
Abdoulaye Doucouré,2015,16,2,2,20,2,1,0,F M S,Rennes,939,1
Yoann Gourcuff,2015,12,2,2,10,0,0,0,M S,Rennes,624,0
Paul-Georges Ntep,2015,14,2,2,21,3,1,0,F M S,Rennes,934,1
Jeremie Boga,2015,27,2,2,22,1,0,0,F M S,Rennes,944,0
Sylvain Armand,2015,34,1,1,14,1,5,0,D S,Rennes,2991,5
Gelson Fernandes,2015,33,1,1,8,1,8,0,M,Rennes,2901,8
Mehdi Zeffane,2015,16,1,1,13,1,1,0,D M S,Rennes,804,1
Juan Quintero,2015,12,1,1,16,2,0,0,F M S,Rennes,818,0
Ola Toivonen,2015,1,0,0,1,0,0,0,S,Rennes,13,0
Benoit Costil,2015,31,0,0,0,0,0,0,GK,Rennes,2790,0
Romain Danze,2015,21,0,0,6,3,3,0,D M S,Rennes,1621,3
Pedro Mendes,2015,22,0,0,8,0,5,0,D M S,Rennes,1852,5
Cheikh M&#039;Bengue,2015,23,0,0,4,0,2,0,D M S,Rennes,1896,2
Benjamin André,2015,32,0,0,21,2,3,0,F M S,Rennes,2645,3
Ludovic Baal,2015,22,0,0,2,3,0,0,D M S,Rennes,1525,0
